Document,Description,Type,Organization,Class,Revision Number,Revision Date,File Path,File Type,Out of Service,Original Filename,Uploaded
20310,"CAPACITOR, CERAMIC",Uploaded document,BCRTC,PP,,,23878_202210201843.jpg,,NO,23878_202210201843.jpg,10/20/2022 18:45
20311,"RELAY, 24V MERCURY WETTED",Uploaded document,BCRTC,PP,,,23879_202210201843.JPG,,NO,23879_202210201843.JPG,10/20/2022 18:45
20312,"DIFFUSER, PLATFORM EDGE PH4/5",Uploaded document,BCRTC,PP,,,23880_202210201843.JPG,,NO,23880_202210201843.JPG,10/20/2022 18:45
20313,"SCREW, CAP SCREW, PARTIALLY THREADED, ALLOY STEEL 10.9, ZINC PLATED, , , M20 - 2",Uploaded document,BCRTC,PP,,,23881_202210201843.JPG,,NO,23881_202210201843.JPG,10/20/2022 18:45
20314,"RELAY, FLASHER SKYBRIDGE",Uploaded document,BCRTC,PP,,,23882_202210201843.JPG,,NO,23882_202210201843.JPG,10/20/2022 18:45
20315,"RELAY, AUX UNIT SKYBRIDGE",Uploaded document,BCRTC,PP,,,23883_202210201843.JPG,,NO,23883_202210201843.JPG,10/20/2022 18:45
20316,"BASEPLATE, SLIDING CHAIR for YARD",Uploaded document,BCRTC,PP,,,23884_202210201843.JPG,,NO,23884_202210201843.JPG,10/20/2022 18:45
20317,RELAY,Uploaded document,BCRTC,PP,,,23885_202210201843.JPG,,NO,23885_202210201843.JPG,10/20/2022 18:46
20318,"GROMMENT, PLUS FLUSH FLARE RETAINED",Uploaded document,BCRTC,PP,,,23886_202210201843.JPG,,NO,23886_202210201843.JPG,10/20/2022 18:46
20319,"HOLDER, FUSE",Uploaded document,BCRTC,PP,,,23887_202210201843.JPG,,NO,23887_202210201843.JPG,10/20/2022 18:46
2032,Scanned_202207211842.pdf,Uploaded document,BCRTC,,,,Scanned_202207211842.pdf,,NO,Scanned_202207211842.pdf,7/21/2022 18:42
20320,"&INTERFACE, COMMUNICATIONS/AUDIO SIMPLEX 4100U",Uploaded document,BCRTC,PP,,,23889_202210201843.JPG,,NO,23889_202210201843.JPG,10/20/2022 18:46
20321,"&POWER SUPPLY, REMOTE",Uploaded document,BCRTC,PP,,,23890_202210201843.JPG,,NO,23890_202210201843.JPG,10/20/2022 18:46
20322,"&DISPLAY ASSY, SUB HOA",Uploaded document,BCRTC,PP,,,23891_202210201848.jpg,,NO,23891_202210201848.jpg,10/20/2022 18:48
20323,"BOARD, DIGITAL AUDIO-DECODER",Uploaded document,BCRTC,PP,,,23892_202210201848.JPG,,NO,23892_202210201848.JPG,10/20/2022 18:48
20324,"GREASE, THERMAL COMPOUND",Uploaded document,BCRTC,PP,,,23894_202210201848.JPG,,NO,23894_202210201848.JPG,10/20/2022 18:48
20325,"*REACTOR, LINE 2X.34MH MK2 1300/1400",Uploaded document,BCRTC,PP,,,23902_202210201848.JPG,,NO,23902_202210201848.JPG,10/20/2022 18:48
20326,&SHOE BRAKE CM 3&4,Uploaded document,BCRTC,PP,,,23903_202210201848.JPG,,NO,23903_202210201848.JPG,10/20/2022 18:49
20327,"BOOTS, MINER 49 SIZE 11",Uploaded document,BCRTC,PP,,,23907_202210201848.JPG,,NO,23907_202210201848.JPG,10/20/2022 18:49
20328,"PUSHBUTTON, WP COVER YARD PCS",Uploaded document,BCRTC,PP,,,23908_202210201848.JPG,,NO,23908_202210201848.JPG,10/20/2022 18:49
20329,"RECEPTACLE, Y CONDUCTIVE 37 POLE",Uploaded document,BCRTC,PP,,,23909_202210201848.JPG,,NO,23909_202210201848.JPG,10/20/2022 18:49
2033,Kone Ticket # 15081624_202207211910.pdf,Uploaded document,BCRTC,,,,Kone Ticket # 15081624_202207211910.pdf,,NO,Kone Ticket # 15081624_202207211910.pdf,7/21/2022 19:10
20330,"RECEPTACLE, CONDUCTIVE 37 POLE",Uploaded document,BCRTC,PP,,,23910_202210201848.JPG,,NO,23910_202210201848.JPG,10/20/2022 18:49
20331,"RECEPTACLE, X CONDUCTIVE 37 POLE",Uploaded document,BCRTC,PP,,,23911_202210201848.JPG,,NO,23911_202210201848.JPG,10/20/2022 18:49
20332,"&SEAT ASSY, 500/800 PASS JUMP",Uploaded document,BCRTC,PP,,,23913_202210201848.JPG,,NO,23913_202210201848.JPG,10/20/2022 18:49
20333,"DECAL, ""1"" EXT REFECTIVE WHITE",Uploaded document,BCRTC,PP,,,23914_202210201848.jpg,,NO,23914_202210201848.jpg,10/20/2022 18:49
20334,"DECAL, ""2"" EXT REFECTIVE WHITE",Uploaded document,BCRTC,PP,,,23915_202210201848.jpg,,NO,23915_202210201848.jpg,10/20/2022 18:49
20335,"DECAL, ""3"" EXT REFECTIVE WHITE",Uploaded document,BCRTC,PP,,,23916_202210201848.JPG,,NO,23916_202210201848.JPG,10/20/2022 18:49
20336,"DECAL, ""4"" EXT REFECTIVE WHITE",Uploaded document,BCRTC,PP,,,23917_202210201848.jpg,,NO,23917_202210201848.jpg,10/20/2022 18:49
20337,"DECAL, ""5"" EXT REFECTIVE WHITE",Uploaded document,BCRTC,PP,,,23918_202210201848.jpg,,NO,23918_202210201848.jpg,10/20/2022 18:49
20338,"DECAL, ""6"" EXT REFECTIVE WHITE",Uploaded document,BCRTC,PP,,,23919_202210201848.jpg,,NO,23919_202210201848.jpg,10/20/2022 18:49
20339,"DECAL, ""7"" EXT REFECTIVE WHITE",Uploaded document,BCRTC,PP,,,23920_202210201848.JPG,,NO,23920_202210201848.JPG,10/20/2022 18:49
2034,Kone Ticket # 15081624_202207211912.pdf,Uploaded document,BCRTC,,,,Kone Ticket # 15081624_202207211912.pdf,,NO,Kone Ticket # 15081624_202207211912.pdf,7/21/2022 19:12
20340,"DECAL, ""8"" EXT REFECTIVE WHITE",Uploaded document,BCRTC,PP,,,23921_202210201848.JPG,,NO,23921_202210201848.JPG,10/20/2022 18:49
20341,"DECAL, ""9"" EXT REFECTIVE WHITE",Uploaded document,BCRTC,PP,,,23922_202210201848.JPG,,NO,23922_202210201848.JPG,10/20/2022 18:49
20342,"DECAL, ""0"" EXT REFECTIVE WHITE",Uploaded document,BCRTC,PP,,,23923_202210201848.JPG,,NO,23923_202210201848.JPG,10/20/2022 18:49
20343,"LABEL, PEMASLEEVE MARKER 2"" WIDE",Uploaded document,BCRTC,PP,,,23924_202210201848.JPG,,NO,23924_202210201848.JPG,10/20/2022 18:49
20344,"RIBBON, WIRE MARKER 2.36' X 984'",Uploaded document,BCRTC,PP,,,23925_202210201848.JPG,,NO,23925_202210201848.JPG,10/20/2022 18:49
20345,"LABEL, WARNING HEADER 500/RL",Uploaded document,BCRTC,PP,,,23926_202210201848.jpg,,NO,23926_202210201848.jpg,10/20/2022 18:49
20346,CONNECTOR,Uploaded document,BCRTC,PP,,,23928_202210201848.JPG,,NO,23928_202210201848.JPG,10/20/2022 18:49
20347,&TERMINAL BOX,Uploaded document,BCRTC,PP,,,23929_202210201848.JPG,,NO,23929_202210201848.JPG,10/20/2022 18:49
20348,CONNECTOR,Uploaded document,BCRTC,PP,,,23930_202210201848.JPG,,NO,23930_202210201848.JPG,10/20/2022 18:49
20349,INSULATOR,Uploaded document,BCRTC,PP,,,23931_202210201848.JPG,,NO,23931_202210201848.JPG,10/20/2022 18:49
2035,10764_202207212115.pdf,Uploaded document,BCRTC,,,,10764_202207212115.pdf,,NO,10764_202207212115.pdf,7/21/2022 21:15
20350,"RECEPTACLE C/W BACKSHELL, TOP CABLE TRAINLINE",Uploaded document,BCRTC,PP,,,23932_202210201848.JPG,,NO,23932_202210201848.JPG,10/20/2022 18:49
20351,"RECEPTACLE C/W BACKSHELL, TOP CABLE TRAINLINE",Uploaded document,BCRTC,PP,,,23933_202210201848.JPG,,NO,23933_202210201848.JPG,10/20/2022 18:49
20352,"RECEPTACLE, JUNCTION BOX CABLE",Uploaded document,BCRTC,PP,,,23934_202210201848.JPG,,NO,23934_202210201848.JPG,10/20/2022 18:49
20353,"BELT, DOOR OP BW",Uploaded document,BCRTC,PP,,,24005_202210201848.JPG,,NO,24005_202210201848.JPG,10/20/2022 18:50
20354,"TAPPING BLOCK, DRIVE BRACKET",Uploaded document,BCRTC,PP,,,24006_202210201848.JPG,,NO,24006_202210201848.JPG,10/20/2022 18:50
20355,"BRACKET, LH UPPER DRIVE",Uploaded document,BCRTC,PP,,,24007_202210201848.JPG,,NO,24007_202210201848.JPG,10/20/2022 18:50
20356,"BRACKET, LH PUSHBACK SPRING",Uploaded document,BCRTC,PP,,,24008_202210201848.JPG,,NO,24008_202210201848.JPG,10/20/2022 18:50
20357,"BRACKET, LH ROLLER MOUNTING",Uploaded document,BCRTC,PP,,,24009_202210201848.JPG,,NO,24009_202210201848.JPG,10/20/2022 18:50
20358,"LOCK PIN, LH",Uploaded document,BCRTC,PP,,,24010_202210201848.JPG,,NO,24010_202210201848.JPG,10/20/2022 18:50
20359,"TAPPING PLATE, LOCK BLOCK",Uploaded document,BCRTC,PP,,,24011_202210201848.JPG,,NO,24011_202210201848.JPG,10/20/2022 18:50
2036,10758_202207212149.msg,Uploaded document,BCRTC,,,,10758_202207212149.msg,,NO,10758_202207212149.msg,7/21/2022 21:49
20360,LOCK BLOCK,Uploaded document,BCRTC,PP,,,24012_202210201848.JPG,,NO,24012_202210201848.JPG,10/20/2022 18:50
20361,"BRACKET, LH DRIVE CONNECTION",Uploaded document,BCRTC,PP,,,24013_202210201848.JPG,,NO,24013_202210201848.JPG,10/20/2022 18:50
20362,"BRACKET, RH UPPER DRIVE",Uploaded document,BCRTC,PP,,,24014_202210201848.JPG,,NO,24014_202210201848.JPG,10/20/2022 18:50
20363,"BRACKET, RH PUSHBACK SPRING",Uploaded document,BCRTC,PP,,,24015_202210201848.JPG,,NO,24015_202210201848.JPG,10/20/2022 18:50
20364,"BRACKET, RH ROLLER MOUNTING",Uploaded document,BCRTC,PP,,,24016_202210201848.JPG,,NO,24016_202210201848.JPG,10/20/2022 18:50
20365,"LOCK PIN, RH",Uploaded document,BCRTC,PP,,,24017_202210201848.JPG,,NO,24017_202210201848.JPG,10/20/2022 18:50
20366,"BRACKET, RH DRIVE CONNECTION",Uploaded document,BCRTC,PP,,,24018_202210201848.JPG,,NO,24018_202210201848.JPG,10/20/2022 18:50
20367,"STOP ASSY, RH",Uploaded document,BCRTC,PP,,,24019_202210201848.JPG,,NO,24019_202210201848.JPG,10/20/2022 18:50
20368,"STOP ASSY, LH",Uploaded document,BCRTC,PP,,,24020_202210201848.JPG,,NO,24020_202210201848.JPG,10/20/2022 18:50
20369,"BAG, TURBOVAC1",Uploaded document,BCRTC,PP,,,24021_202210201848.jpg,,NO,24021_202210201848.jpg,10/20/2022 18:50
2037,10757_202207212157.msg,Uploaded document,BCRTC,,,,10757_202207212157.msg,,NO,10757_202207212157.msg,7/21/2022 21:57
20370,"PAINT, LIMCO BLACK AEROSOL",Uploaded document,BCRTC,PP,,,24022_202210201848.jpg,,NO,24022_202210201848.jpg,10/20/2022 18:50
20371,"PAINT, LIMCO GREY AEROSOL",Uploaded document,BCRTC,PP,,,24023_202210201848.JPG,,NO,24023_202210201848.JPG,10/20/2022 18:50
20372,"HANDLE, BUSHING DRIVER MEDIUM",Uploaded document,BCRTC,PP,,,24024_202210201852.JPG,,NO,24024_202210201852.JPG,10/20/2022 18:52
20373,"ADAPTOR, BUSHING DRIVER 1-1/8""OD/1""ID",Uploaded document,BCRTC,PP,,,24025_202210201852.JPG,,NO,24025_202210201852.JPG,10/20/2022 18:52
20374,"FITTING, WITH CHOKE",Uploaded document,BCRTC,PP,,,24026_202210201852.JPG,,NO,24026_202210201852.JPG,10/20/2022 18:52
20375,"TIE, CABLE BLACK 24""",Uploaded document,BCRTC,PP,,,24027_202210201852.JPG,,NO,24027_202210201852.JPG,10/20/2022 18:52
20376,"FERRULE, ORANGE AWG20",Uploaded document,BCRTC,PP,,,24028_202210201852.JPG,,NO,24028_202210201852.JPG,10/20/2022 18:53
20377,"MICROPHONE, AMBIENT",Uploaded document,BCRTC,PP,,,24029_202210201852.JPG,,NO,24029_202210201852.JPG,10/20/2022 18:53
20378,"BOOTS, MINER 49 SIZE 7",Uploaded document,BCRTC,PP,,,24053_202210201852.jpg,,NO,24053_202210201852.jpg,10/20/2022 18:53
20379,"BOOTS, MINER 49 SIZE 8",Uploaded document,BCRTC,PP,,,24054_202210201852.JPG,,NO,24054_202210201852.JPG,10/20/2022 18:53
2038,10756_202207212205.msg,Uploaded document,BCRTC,,,,10756_202207212205.msg,,NO,10756_202207212205.msg,7/21/2022 22:05
20380,"BOOTS, MINER 49 SIZE 9",Uploaded document,BCRTC,PP,,,24055_202210201852.JPG,,NO,24055_202210201852.JPG,10/20/2022 18:53
20381,"BOOTS, MINER 49 SIZE 10",Uploaded document,BCRTC,PP,,,24056_202210201852.jpg,,NO,24056_202210201852.jpg,10/20/2022 18:53
20382,"BOOTS, MINER 49 SIZE 12",Uploaded document,BCRTC,PP,,,24057_202210201852.JPG,,NO,24057_202210201852.JPG,10/20/2022 18:53
20383,"NUT, MAGNETIC DRIVER NUT, , , , , , 1/2"" X 2&9/16"", , , , , ,",Uploaded document,BCRTC,PP,,,24058_202210201852.JPG,,NO,24058_202210201852.JPG,10/20/2022 18:53
20384,"CONVERTER, NETCOM2",Uploaded document,BCRTC,PP,,,24061_202210201852.JPG,,NO,24061_202210201852.JPG,10/20/2022 18:53
20385,COMMUNICATOR,Uploaded document,BCRTC,PP,,,24062_202210201852.JPG,,NO,24062_202210201852.JPG,10/20/2022 18:53
20386,"&BOARD, READER",Uploaded document,BCRTC,PP,,,24063_202210201852.JPG,,NO,24063_202210201852.JPG,10/20/2022 18:53
20387,"&BOARD, READER",Uploaded document,BCRTC,PP,,,24064_202210201852.JPG,,NO,24064_202210201852.JPG,10/20/2022 18:53
20388,"LUBRICANT, ISO 68 SWITCH PLATE",Uploaded document,BCRTC,PP,,,24065_202210201852.jpg,,NO,24065_202210201852.jpg,10/20/2022 18:53
20389,"CHAIN, MACHINE DRIVE",Uploaded document,BCRTC,PP,,,24066_202210201852.JPG,,NO,24066_202210201852.JPG,10/20/2022 18:53
2039,Scanned_202207212241.pdf,Uploaded document,BCRTC,,,,Scanned_202207212241.pdf,,NO,Scanned_202207212241.pdf,7/21/2022 22:41
20390,"BALLAST, 347V 39/70/100W MH ELECTRONIC",Uploaded document,BCRTC,PP,,,24067_202210201852.JPG,,NO,24067_202210201852.JPG,10/20/2022 18:53
20391,"LINK, MASTER CHAIN MAIN DRIVE",Uploaded document,BCRTC,PP,,,24068_202210201852.JPG,,NO,24068_202210201852.JPG,10/20/2022 18:53
20392,"LINK, MASTER CHAIN HANDRAIL DRIVE",Uploaded document,BCRTC,PP,,,24069_202210201852.JPG,,NO,24069_202210201852.JPG,10/20/2022 18:53
20393,"FILTER, DUSTLESS SHOP VACUUM MICRO-PREFILTER",Uploaded document,BCRTC,PP,,,24072_202210201852.jpg,,NO,24072_202210201852.jpg,10/20/2022 18:53
20394,"RELAY, 24V RI-B15MH",Uploaded document,BCRTC,PP,,,24073_202210201852.JPG,,NO,24073_202210201852.JPG,10/20/2022 18:53
20395,"RELAY, 24V RI-E25M",Uploaded document,BCRTC,PP,,,24074_202210201852.JPG,,NO,24074_202210201852.JPG,10/20/2022 18:53
20396,"RELAY, 48V RI-E25M",Uploaded document,BCRTC,PP,,,24075_202210201852.JPG,,NO,24075_202210201852.JPG,10/20/2022 18:53
20397,"RELAY, 24V RI-D25M",Uploaded document,BCRTC,PP,,,24076_202210201852.JPG,,NO,24076_202210201852.JPG,10/20/2022 18:53
20398,"RELAY, RZDR-E40D 24V",Uploaded document,BCRTC,PP,,,24077_202210201852.JPG,,NO,24077_202210201852.JPG,10/20/2022 18:53
20399,"LOCK, PANELMK2 13/1400",Uploaded document,BCRTC,PP,,,24078_202210201852.JPG,,NO,24078_202210201852.JPG,10/20/2022 18:53
204,Chev SUV 641OP (Owner's Manual),Uploaded document,BCRTC,,,,https://scbcta.sharepoint.com/sites/Team-BCRTC_NRV/NRV Documents/2017-Chevrolet-Traverse-Owners-Manual.pdf,,NO,https://scbcta.sharepoint.com/sites/Team-BCRTC_NRV/NRV Documents/2017-Chevrolet-Traverse-Owners-Manual.pdf,2/22/2022 20:31
2040,Haps Board Quote_202207212323.msg,Uploaded document,BCRTC,,,,Haps Board Quote_202207212323.msg,,NO,Haps Board Quote_202207212323.msg,7/21/2022 23:24
20400,CLIP,Uploaded document,BCRTC,PP,,,24079_202210201852.JPG,,NO,24079_202210201852.JPG,10/20/2022 18:53
20401,"HOUSING, PASSIVE POWER CARTRIDGE",Uploaded document,BCRTC,PP,,,24081_202210201852.JPG,,NO,24081_202210201852.JPG,10/20/2022 18:53
20402,"O-RING, 29MM X 3.55MM POLYURETHANE",Uploaded document,BCRTC,PP,,,24082_202210201852.JPG,,NO,24082_202210201852.JPG,10/20/2022 18:53
20403,"RING, GUIDE 30MMX9.5MMX2.5MM",Uploaded document,BCRTC,PP,,,24083_202210201852.JPG,,NO,24083_202210201852.JPG,10/20/2022 18:53
20404,"SPRING, CLAMPING",Uploaded document,BCRTC,PP,,,24084_202210201852.JPG,,NO,24084_202210201852.JPG,10/20/2022 18:53
20405,"NUT, , PIPE , , , , , , , , , , ,",Uploaded document,BCRTC,PP,,,24085_202210201852.JPG,,NO,24085_202210201852.JPG,10/20/2022 18:53
20406,"O-RING, 48MMX3MM BUNA-N 80-K30",Uploaded document,BCRTC,PP,,,24086_202210201852.JPG,,NO,24086_202210201852.JPG,10/20/2022 18:54
20407,"BUSHING, GUIDE",Uploaded document,BCRTC,PP,,,24087_202210201852.JPG,,NO,24087_202210201852.JPG,10/20/2022 18:54
20408,"O-RING, 20MMX2MM BUNA-N 70-K30",Uploaded document,BCRTC,PP,,,24088_202210201852.JPG,,NO,24088_202210201852.JPG,10/20/2022 18:54
20409,"SCREW, , PIECE, , , , , , , , , , ,",Uploaded document,BCRTC,PP,,,24089_202210201852.JPG,,NO,24089_202210201852.JPG,10/20/2022 18:54
2041,scan0009_202207221525.pdf,Uploaded document,BCRTC,,,,scan0009_202207221525.pdf,,NO,scan0009_202207221525.pdf,7/22/2022 15:25
20410,"O-RING, 32MMX4MM POLYURETHANE",Uploaded document,BCRTC,PP,,,24090_202210201852.JPG,,NO,24090_202210201852.JPG,10/20/2022 18:54
20411,"WASHER, , DU, , , , , , , , 38MM O.D., 2MM THICK, ,",Uploaded document,BCRTC,PP,,,24091_202210201852.JPG,,NO,24091_202210201852.JPG,10/20/2022 18:54
20412,"PLATE, PRESSURE",Uploaded document,BCRTC,PP,,,24092_202210201852.JPG,,NO,24092_202210201852.JPG,10/20/2022 18:54
20413,"O-RING, 47MM X 5MM POLYURETHANE",Uploaded document,BCRTC,PP,,,24093_202210201852.JPG,,NO,24093_202210201852.JPG,10/20/2022 18:54
20414,"&CABLE ASSY, P10WG POWER",Uploaded document,BCRTC,PP,,,24094_202210201852.JPG,,NO,24094_202210201852.JPG,10/20/2022 18:54
20415,"&CABLE ASSY, P11WG",Uploaded document,BCRTC,PP,,,24095_202210201852.JPG,,NO,24095_202210201852.JPG,10/20/2022 18:54
20416,"O-RING, 85MM X 5MM POLYURETHANE",Uploaded document,BCRTC,PP,,,24096_202210201852.JPG,,NO,24096_202210201852.JPG,10/20/2022 18:54
20417,"PISTON, PASSIVE",Uploaded document,BCRTC,PP,,,24097_202210201852.JPG,,NO,24097_202210201852.JPG,10/20/2022 18:54
20418,"PISTON, SPRING",Uploaded document,BCRTC,PP,,,24098_202210201852.JPG,,NO,24098_202210201852.JPG,10/20/2022 18:54
20419,"SPRING, BELLEVILLE",Uploaded document,BCRTC,PP,,,24099_202210201852.JPG,,NO,24099_202210201852.JPG,10/20/2022 18:54
2042,BCRTC OLD PO 45000472 -- NEW PO 45000625_202207221604.pdf,Uploaded document,BCRTC,,,,BCRTC OLD PO 45000472 -- NEW PO 45000625_202207221604.pdf,,NO,BCRTC OLD PO 45000472 -- NEW PO 45000625_202207221604.pdf,7/22/2022 16:04
20420,"SLEEVE, GUIDE",Uploaded document,BCRTC,PP,,,24100_202210201852.JPG,,NO,24100_202210201852.JPG,10/20/2022 18:54
20421,COVER,Uploaded document,BCRTC,PP,,,24101_202210201852.JPG,,NO,24101_202210201852.JPG,10/20/2022 18:54
20422,Kone TIcket # 15237937_202210201855.pdf,Uploaded document,BCRTC,,,,Kone TIcket # 15237937_202210201855.pdf,,NO,Kone TIcket # 15237937_202210201855.pdf,10/20/2022 18:55
20423,"WASHER, , , , , , , , , 90MM I.D., , 2.2MM THICK, ,",Uploaded document,BCRTC,PP,,,24102_202210201855.JPG,,NO,24102_202210201855.JPG,10/20/2022 18:55
20424,SPINDLE,Uploaded document,BCRTC,PP,,,24103_202210201855.JPG,,NO,24103_202210201855.JPG,10/20/2022 18:55
20425,"O-RING, 43MM X 3MM BUNA-N 70-K40",Uploaded document,BCRTC,PP,,,24104_202210201855.JPG,,NO,24104_202210201855.JPG,10/20/2022 18:55
20426,"SPINDLE, EMERGENCY RELEASE",Uploaded document,BCRTC,PP,,,24105_202210201855.JPG,,NO,24105_202210201855.JPG,10/20/2022 18:55
20427,"SCREW, UNION SCREW, , , , , , , , , , , ,",Uploaded document,BCRTC,PP,,,24106_202210201855.JPG,,NO,24106_202210201855.JPG,10/20/2022 18:55
20428,"PIN, DOWEL 1/2""X1-1/2""",Uploaded document,BCRTC,PP,,,24107_202210201855.JPG,,NO,24107_202210201855.JPG,10/20/2022 18:56
20429,"PLUG, HOLLOW HEX",Uploaded document,BCRTC,PP,,,24108_202210201855.JPG,,NO,24108_202210201855.JPG,10/20/2022 18:56
2043,10760_202207221746.pdf,Uploaded document,BCRTC,,,,10760_202207221746.pdf,,NO,10760_202207221746.pdf,7/22/2022 17:46
20430,"BUSHING, CABLE",Uploaded document,BCRTC,PP,,,24109_202210201855.JPG,,NO,24109_202210201855.JPG,10/20/2022 18:56
20431,"CLAMP, CABLE",Uploaded document,BCRTC,PP,,,24110_202210201855.JPG,,NO,24110_202210201855.JPG,10/20/2022 18:56
20432,"MAT, MK2 COUPLER AASHTO",Uploaded document,BCRTC,PP,,,24111_202210201855.JPG,,NO,24111_202210201855.JPG,10/20/2022 18:56
20433,"LOCKOUT, CABLE",Uploaded document,BCRTC,PP,,,24112_202210201855.JPG,,NO,24112_202210201855.JPG,10/20/2022 18:56
20434,"BREAKER, BATTERY 250A 2 POLES",Uploaded document,BCRTC,PP,,,24113_202210201855.JPG,,NO,24113_202210201855.JPG,10/20/2022 18:56
20435,"SCREW, CAP SCREW, , STAINLESS STEEL A2-70, , HEX SOCKET, , M5 - 0.8 X 16MM, UNC,",Uploaded document,BCRTC,PP,,,24114_202210201855.JPG,,NO,24114_202210201855.JPG,10/20/2022 18:56
20436,"TONER, HP600",Uploaded document,BCRTC,PP,,,24117_202210201855.jpg,,NO,24117_202210201855.jpg,10/20/2022 18:56
20437,"SOCKET, 14 AWG 16S SKT GOLD",Uploaded document,BCRTC,PP,,,24118_202210201855.jpg,,NO,24118_202210201855.jpg,10/20/2022 18:56
20438,"PIN, 14-18 AWG GOLD",Uploaded document,BCRTC,PP,,,24119_202210201855.JPG,,NO,24119_202210201855.JPG,10/20/2022 18:56
20439,"SLEEVE, REDUCING 16-22 AWG GOLD",Uploaded document,BCRTC,PP,,,24120_202210201855.JPG,,NO,24120_202210201855.JPG,10/20/2022 18:56
2044,Kone Invoice # 1158362520_202207221811.pdf,Uploaded document,BCRTC,,,,Kone Invoice # 1158362520_202207221811.pdf,,NO,Kone Invoice # 1158362520_202207221811.pdf,7/22/2022 18:11
20440,"LUBRICANT, THUNDERBOLT",Uploaded document,BCRTC,PP,,,24121_202210201855.JPG,,NO,24121_202210201855.JPG,10/20/2022 18:56
20441,"NUT, DRIVER NUT, , , , , , 7/16"" X 1&7/8"", , , , , ,",Uploaded document,BCRTC,PP,,,24122_202210201855.JPG,,NO,24122_202210201855.JPG,10/20/2022 18:56
20442,"FAN ASSY, MITEL 3300 MXE",Uploaded document,BCRTC,PP,,,24123_202210201855.JPG,,NO,24123_202210201855.JPG,10/20/2022 18:56
20443,"SCREW, MANDREL SCREW, , , , , , M5, , , , , ,",Uploaded document,BCRTC,PP,,,24124_202210201855.JPG,,NO,24124_202210201855.JPG,10/20/2022 18:56
20444,"SCREW, MANDREL SCREW, , , , , , M6, , , , , ,",Uploaded document,BCRTC,PP,,,24125_202210201855.JPG,,NO,24125_202210201855.JPG,10/20/2022 18:56
20445,"SCREW, MANDREL SCREW, , , , , , M8, , , , , ,",Uploaded document,BCRTC,PP,,,24126_202210201855.JPG,,NO,24126_202210201855.JPG,10/20/2022 18:56
20446,"MANDREL, NOSE PIECE M5",Uploaded document,BCRTC,PP,,,24127_202210201855.JPG,,NO,24127_202210201855.JPG,10/20/2022 18:56
20447,"MANDREL, NOSE PIECE M6",Uploaded document,BCRTC,PP,,,24128_202210201855.JPG,,NO,24128_202210201855.JPG,10/20/2022 18:56
20448,"MANDREL, NOSE PIECE M8",Uploaded document,BCRTC,PP,,,24129_202210201855.JPG,,NO,24129_202210201855.JPG,10/20/2022 18:56
20449,"COUPLING, NO STOP COPPER 3/4"" NOM CXC",Uploaded document,BCRTC,PP,,,24131_202210201855.JPG,,NO,24131_202210201855.JPG,10/20/2022 18:56
2045,Kone Invoice # 1158362520_202207221820.pdf,Uploaded document,BCRTC,,,,Kone Invoice # 1158362520_202207221820.pdf,,NO,Kone Invoice # 1158362520_202207221820.pdf,7/22/2022 18:20
20450,"SQUEEGEE, 36"" CURVED NEOPRENE",Uploaded document,BCRTC,PP,,,24132_202210201855.jpg,,NO,24132_202210201855.jpg,10/20/2022 18:56
20451,"TERMINAL, LOWER",Uploaded document,BCRTC,PP,,,24134_202210201855.JPG,,NO,24134_202210201855.JPG,10/20/2022 18:56
20452,"TERMINAL, UPPER",Uploaded document,BCRTC,PP,,,24135_202210201855.JPG,,NO,24135_202210201855.JPG,10/20/2022 18:56
20453,"BAR, HSCB BUS",Uploaded document,BCRTC,PP,,,24136_202210201855.JPG,,NO,24136_202210201855.JPG,10/20/2022 18:56
20454,"SHROUD, HSCB PANEL",Uploaded document,BCRTC,PP,,,24137_202210201855.JPG,,NO,24137_202210201855.JPG,10/20/2022 18:56
20455,"DECAL, NO SHOPPING CARTS",Uploaded document,BCRTC,PP,,,24138_202210201855.JPG,,NO,24138_202210201855.JPG,10/20/2022 18:56
20456,"SCREW, , 1/4 TURN RETAINING, , , , , , , , , , ,",Uploaded document,BCRTC,PP,,,24139_202210201855.JPG,,NO,24139_202210201855.JPG,10/20/2022 18:56
20457,"WASHER, RETAINING WASHER, , , , , , , , , , , ,",Uploaded document,BCRTC,PP,,,24140_202210201855.JPG,,NO,24140_202210201855.JPG,10/20/2022 18:56
20458,"NUT, NUTSERT, , , , , , , , , , , ,",Uploaded document,BCRTC,PP,,,24141_202210201855.JPG,,NO,24141_202210201855.JPG,10/20/2022 18:56
20459,"NUT, NUTSERT, , STAINLESS STEEL, , HEX, , M5, , , , , ,",Uploaded document,BCRTC,PP,,,24142_202210201855.JPG,,NO,24142_202210201855.JPG,10/20/2022 18:56
2046,10762_202207221856.msg,Uploaded document,BCRTC,,,,10762_202207221856.msg,,NO,10762_202207221856.msg,7/22/2022 18:56
20460,"WASHER, SEALING WASHER, , STAINLESS STEEL, , , , M5, , , , , ,",Uploaded document,BCRTC,PP,,,24143_202210201855.JPG,,NO,24143_202210201855.JPG,10/20/2022 18:56
20461,"SCREW, , , STAINLESS STEEL, , , , M5 X 16MM, , , , , ,",Uploaded document,BCRTC,PP,,,24144_202210201855.JPG,,NO,24144_202210201855.JPG,10/20/2022 18:56
